id,price
0,6.098
1,8.608
2,9.668
3,7.789
4,8.898
5,8.034
6,7.033
7,7.088
8,6.479
9,6.704
10,9.557
11,7.145
12,8.392
13,8.359
14,6.198
15,7.182
16,7.835
17,6.188
18,9.329
19,9.093
20,6.65
21,9.072
22,9.42
23,6.702
24,9.353
25,7.514
26,7.382
27,9.831
28,8.071
29,8.697
30,6.748
31,8.449
32,8.382
33,6.515
34,9.665
35,8.489
36,9.189
37,7.744
38,9.539
39,9.597
40,9.156
41,8.501
42,7.363
43,8.366
44,7.396
45,6.738
46,6.168
47,9.255
48,8.553
49,8.946
50,7.651
51,7.009
52,7.691
53,7.845
54,6.892
55,6.831
56,9.09
57,9.411
58,6.802
59,6.851
60,7.48
61,8.501
62,6.848
63,8.017
64,8.114
65,7.401
66,9.201
67,7.863
68,7.531
69,8.062
70,9.597
71,6.768
72,6.56
73,8.244
74,6.36
75,6.672
76,6.719
77,9.102
78,6.8955
79,7.009
80,7.956
81,6.721
82,7.722
83,6.582
84,8.325
85,6.356
86,7.156
87,6.844
88,8.032
89,8.365
90,6.409
91,8.482
92,7.184
93,6.548
94,9.197
95,8.294
96,6.64
97,8.236
98,6.759
99,6.515
100,8.707
101,6.565
102,6.669
103,9.584
104,9.474
105,8.415
106,8.331
107,8.097
108,6.822
109,6.64
110,7.582
111,8.724
112,9.459
113,6.438
114,7.381
115,6.522000000000001
116,9.048
117,7.509
118,6.896
119,8.422
120,7.451
121,6.103
122,7.977
123,8.379
124,8.505
125,7.765
126,6.168
127,8.899
128,8.698
129,8.474
130,8.393
131,6.731
132,8.281
133,6.354
134,6.9
135,9.533
136,7.945
137,7.633
138,8.298
139,7.431
140,8.538
141,7.489
142,8.659
143,6.8
144,6.548
145,8.779
146,9.719
147,6.984
148,6.984
149,7.585
150,6.815
151,8.663
152,8.07
153,7.188
154,7.509
155,7.845
156,6.043
157,9.138
158,6.256
159,6.892
160,8.203
161,6.194
162,7.882
163,6.412
164,7.001
165,6.808
166,8.226
167,8.122
168,6.299
169,8.045
170,7.437
171,8.425
172,8.59
173,8.58
174,8.857
175,7.122
176,6.107
177,6.443
178,7.639
179,7.116
180,8.653
181,6.667
182,7.061
183,7.255
184,8.724
185,7.027
186,6.443
187,8.936
188,6.016
189,6.192
190,6.109
191,8.633
192,7.819
193,7.977
194,9.457
195,9.097
196,8.119
197,6.273
198,7.378
199,8.607
200,8.607
201,6.501
202,6.136
203,8.974
204,8.045
205,6.669
206,8.159
207,6.489
208,6.356
209,9.488
210,8.469
211,9.213
212,8.343
213,6.779
214,8.041
215,6.865
216,6.763
217,7.755
218,7.475
219,6.382
220,6.579
221,7.418
222,8.069
223,7.614
224,6.312
225,9.144
226,6.413
227,7.789
228,6.192
229,9.579
230,7.986
231,8.613
232,6.363
233,8.909
234,8.64
235,9.021
236,6.288
237,9.495
238,9.359
239,9.666
240,6.719
241,6.96
242,7.067
243,8.15
244,9.183
245,6.565
246,8.297
247,8.665
248,7.997
249,6.81
250,6.715
251,7.921
252,6.356
253,9.538
254,9.233
255,8.934
256,6.778
257,6.052
258,9.608
259,7.768
260,6.105
261,9.01
262,6.066
263,7.109
264,8.659
265,9.308
266,6.903
267,8.785
268,6.492
269,9.331
270,8.726
271,8.77
272,7.499
273,7.024
274,7.465
275,6.599
276,7.363
277,9.637
278,8.407
279,9.1
280,7.363
281,6.492
282,7.198
283,7.19
284,6.695
285,6.896
286,6.510000000000001
287,6.872
288,6.438
289,7.855
290,7.026
291,7.519
292,9.535
293,6.438
294,6.731
295,8.75
296,7.026
297,8.76
298,8.398
299,7.721
300,8.892
301,7.061
302,6.916
303,8.695
304,6.405
305,6.779
306,7.564
307,9.439
308,9.079
309,9.126
310,8.506
311,6.438
312,6.519
313,8.501
314,9.041
315,8.656
316,6.045
317,9.698
318,6.892
319,6.497
320,8.332
321,8.648
322,6.347
323,9.39
324,8.081
325,6.579
326,6.443
327,9.188
328,6.608
329,6.373
330,6.299
331,8.6
332,8.223
333,6.881
334,6.33
335,6.489
336,8.254
337,8.568
338,7.372
339,9.131
340,7.835
341,6.608
342,8.613
343,8.249
344,6.892
345,7.4
346,7.55
347,6.848
348,8.389
349,6.807
350,7.865
351,7.805
352,8.509
353,9.294
354,9.48
355,7.949
356,8.369
357,9.53
358,7.825
359,8.268
360,9.756
361,7.378
362,8.47
363,7.819
364,8.5
365,7.1005
366,9.764
367,6.001
368,9.676
369,6.461
370,9.12
371,7.277
372,6.497
373,7.258
374,8.548
375,8.588
376,7.582
377,8.929
378,8.844
379,8.934
380,6.301
381,6.762
382,6.184
383,8.725
384,8.794
385,8.942
386,6.924
387,6.748
388,6.382000000000001
389,8.04
390,8.601
391,6.528
392,9.766
393,6.491
394,6.691
395,7.92
396,8.935
397,6.389
398,8.323
399,9.077
400,6.611
401,9.799
402,8.931
403,9.587
404,7.088
405,8.093
406,8.233
407,8.519
408,8.835
409,8.491
410,9.056
411,7.266
412,7.763
413,8.35
414,8.736
415,6.967
416,6.979
417,6.957
418,7.103
419,7.382
420,8.42
421,8.863
422,6.866
423,7.634
424,8.39
425,6.227
426,7.569
427,8.459
428,8.732
429,8.408
430,7.365
431,7.691
432,8.978
433,8.08
434,6.449
435,6.354
436,6.438
437,8.886
438,6.395
439,7.763
440,7.527
441,6.639
442,9.243
443,6.933
444,8.269
445,7.666
446,7.514
447,7.128
448,8.825
449,6.664
450,6.441
451,9.32
452,8.353
453,6.892
454,7.017
455,7.597
456,6.807
457,5.93
458,8.574
459,8.62
460,8.394
461,8.716
462,6.898
463,8.242
464,8.92
465,7.107
466,8.266
467,8.942
468,8.425
469,7.27
470,8.431
471,8.355
472,8.086
473,9.18
474,6.902
475,8.522
476,8.381
477,8.435
478,6.579
479,6.631
480,6.578
481,7.862
482,7.993
483,7.015
484,7.059
485,8.738
486,7.515
487,7.83
488,9.461
489,7.652
490,6.347
491,7.975
492,7.545
493,6.64
494,8.266
495,8.343
496,6.938
497,9.02
498,9.339
499,8.6
500,7.969
501,9.771
502,8.186
503,7.489
504,6.876
505,8.695
506,5.964
507,9.068
508,8.539
509,8.058
510,7.191
511,9.468
512,8.826
513,6.641
514,8.612
515,7.853
516,8.399
517,6.438
518,8.742
519,7.553
520,6.687
521,8.104
522,7.737
523,8.253
524,8.94
525,7.886
526,8.114
527,8.798
528,6.263
529,6.558
530,6.851
531,7.633
532,8.66
533,7.434
534,7.622
535,9.668
536,9.174
537,8.068
538,8.966
539,9.723
540,8.168
541,6.526
542,9.248
543,8.181
544,8.353
545,6.04
546,7.504
547,6.25
548,6.628
549,8.499
550,6.599
